location,area_sqft,bedrooms,bathrooms,parking_spaces,house_age,floors,has_garden,has_pool,renovation_year,price
Rural,,6.0,4.0,0,18.0,2,0,0,2014.0,399100.0
Suburb,2347.0,4.0,4.0,2,25.0,3,1,0,,406800.0
Suburb,4404.0,1.0,1.0,3,36.0,3,1,0,,534400.0
Midtown,1004.0,3.0,2.0,1,26.0,2,1,0,2020.0,220100.0
Downtown,2121.0,3.0,2.0,3,29.0,2,0,1,,489800.0
Rural,2972.0,2.0,1.0,0,50.0,2,0,0,2007.0,267100.0
Midtown,3046.0,5.0,1.0,1,29.0,3,1,0,,475900.0
Rural,1887.0,1.0,1.0,2,2.0,3,0,0,,211000.0
Downtown,3494.0,2.0,1.0,0,42.0,3,1,0,2009.0,662600.0
Downtown,4316.0,4.0,2.0,3,6.0,1,0,0,,1001800.0
Midtown,1217.0,,2.0,2,48.0,3,1,1,2010.0,317300.0
Downtown,3984.0,1.0,1.0,0,8.0,3,1,1,,885200.0
Uptown,4934.0,3.0,3.0,2,-5.0,1,0,0,2003.0,820900.0
Suburb,1158.0,1.0,1.0,0,41.0,1,1,0,2002.0,109600.0
Midtown,4508.0,3.0,3.0,1,12.0,1,0,0,,713200.0
Rural,4734.0,5.0,4.0,0,14.0,1,0,1,2002.0,523600.0
Uptown,4264.0,3.0,2.0,1,4.0,1,1,0,,819000.0
Midtown,3489.0,4.0,3.0,0,28.0,1,0,1,2018.0,570400.0
Downtown,2604.0,6.0,1.0,0,34.0,2,1,0,,558100.0
Downtown,1755.0,3.0,3.0,3,26.0,2,0,0,2023.0,492000.0
Downtown,2982.0,4.0,3.0,2,26.0,2,0,0,,646900.0
Downtown,883.0,6.0,5.0,2,7.0,2,0,0,2023.0,381200.0
Rural,3107.0,5.0,2.0,2,31.0,3,1,1,2001.0,401800.0
Uptown,693.0,5.0,4.0,0,19.0,1,1,0,2001.0,326900.0
Suburb,4307.0,1.0,1.0,0,9.0,3,0,0,,546400.0
Rural,4219.0,4.0,4.0,0,12.0,1,0,0,2009.0,424800.0
Rural,3081.0,4.0,1.0,1,28.0,1,1,0,,315500.0
Suburb,3065.0,2.0,1.0,1,34.0,3,1,0,,403300.0
Suburb,3263.0,2.0,2.0,3,7.0,2,1,0,,504100.0
Downtown,3298.0,6.0,4.0,0,28.0,3,1,0,,842800.0
Rural,2839.0,6.0,3.0,2,30.0,3,1,0,2010.0,384100.0
Midtown,3906.0,2.0,1.0,2,40.0,1,0,0,,502000.0
Suburb,1231.0,6.0,1.0,3,29.0,1,0,0,2017.0,182500.0
Suburb,3372.0,3.0,2.0,2,21.0,1,0,0,,472500.0
Uptown,3620.0,2.0,2.0,3,20.0,2,1,0,,627800.0
Midtown,4677.0,4.0,,0,11.0,3,1,0,2014.0,802600.0
Midtown,3104.0,3.0,2.0,2,10.0,3,1,0,,601300.0
Suburb,2882.0,6.0,3.0,0,1.0,2,0,0,,463900.0
Downtown,1031.0,5.0,1.0,1,,3,1,0,,307900.0
Uptown,4816.0,1.0,1.0,2,40.0,3,1,0,,933100.0
Midtown,1134.0,2.0,,1,1.0,1,1,0,2001.0,261400.0
Suburb,2269.0,5.0,5.0,2,33.0,2,0,0,,367600.0
Midtown,4304.0,6.0,2.0,0,2.0,1,1,1,,698800.0
Uptown,2870.0,4.0,1.0,3,15.0,2,0,0,2001.0,587500.0
Uptown,,1.0,1.0,0,50.0,1,1,0,2007.0,69500.0
Rural,705.0,5.0,1.0,0,3.0,3,1,0,,143300.0
Suburb,4635.0,1.0,1.0,0,22.0,2,0,0,2000.0,569500.0
Uptown,3121.0,2.0,1.0,2,49.0,2,1,0,,544900.0
Rural,3390.0,6.0,4.0,3,19.0,1,0,1,,435200.0
Rural,3693.0,4.0,4.0,1,24.0,2,1,0,,493600.0
Midtown,3166.0,6.0,2.0,0,29.0,3,0,0,2006.0,590800.0
Midtown,3806.0,1.0,1.0,2,17.0,3,1,0,,544100.0
Rural,1397.0,5.0,1.0,1,41.0,3,1,0,2003.0,202200.0
Midtown,1585.0,2.0,2.0,0,10.0,1,0,0,,286400.0
Uptown,1779.0,2.0,1.0,1,28.0,2,1,1,,452600.0
Downtown,1170.0,6.0,5.0,0,16.0,1,1,1,2010.0,574200.0
Uptown,2005.0,5.0,5.0,1,25.0,3,0,0,,540300.0
Rural,4075.0,5.0,2.0,1,22.0,2,1,1,,480700.0
Rural,2455.0,1.0,1.0,3,47.0,3,1,0,,214200.0
Uptown,749.0,6.0,6.0,3,19.0,2,1,0,,408000.0
Midtown,2392.0,6.0,1.0,0,44.0,2,1,0,,420500.0
Midtown,3939.0,3.0,3.0,2,1.0,1,1,0,,614200.0
Rural,2353.0,6.0,6.0,3,23.0,2,1,1,,411600.0
Suburb,3354.0,2.0,2.0,1,30.0,3,1,1,,449000.0
Midtown,2003.0,1.0,1.0,3,26.0,2,1,1,2011.0,367900.0
Uptown,3885.0,5.0,2.0,3,1.0,3,0,0,,837200.0
Midtown,4071.0,6.0,5.0,0,13.0,1,1,0,,729500.0
Uptown,4292.0,1.0,1.0,3,,3,1,0,2002.0,810000.0
Rural,3926.0,6.0,5.0,3,48.0,2,1,0,2007.0,466000.0
Midtown,543.0,5.0,4.0,1,12.0,3,1,0,,267000.0
Uptown,4112.0,4.0,2.0,3,35.0,3,0,0,,796100.0
Rural,3118.0,5.0,2.0,1,34.0,2,1,1,2023.0,399600.0
Suburb,3663.0,5.0,1.0,3,43.0,3,1,1,,572000.0
Uptown,1788.0,5.0,1.0,3,7.0,2,1,0,2021.0,530300.0
Suburb,3442.0,6.0,4.0,2,1.0,1,0,0,2000.0,528800.0
Suburb,719.0,3.0,3.0,3,5.0,3,0,0,2013.0,180600.0
Downtown,2425.0,5.0,3.0,1,,1,1,0,,562400.0
Midtown,3472.0,2.0,2.0,1,9.0,3,1,0,2003.0,635000.0
Uptown,4013.0,2.0,1.0,0,43.0,3,0,0,2008.0,617300.0
Suburb,2948.0,1.0,1.0,0,20.0,1,0,0,2002.0,294600.0
Downtown,3971.0,3.0,3.0,2,41.0,3,0,0,,685700.0
Rural,3274.0,1.0,1.0,1,9.0,3,0,0,2000.0,352600.0
Uptown,1490.0,2.0,2.0,1,22.0,1,0,1,2021.0,358900.0
Suburb,3446.0,2.0,2.0,1,2.0,3,1,0,2018.0,469700.0
Midtown,2312.0,4.0,2.0,2,31.0,2,1,1,2000.0,546700.0
Downtown,1303.0,5.0,5.0,1,19.0,3,0,0,,578300.0
Suburb,989.0,2.0,2.0,0,9.0,3,1,0,2021.0,224300.0
Midtown,4056.0,6.0,2.0,2,28.0,3,0,0,,724100.0
Suburb,1993.0,6.0,2.0,0,40.0,1,0,0,2009.0,299400.0
Uptown,4145.0,1.0,1.0,0,50.0,2,0,0,,637600.0
Uptown,3391.0,1.0,1.0,2,45.0,2,1,0,,629500.0
Uptown,2205.0,5.0,,3,33.0,3,0,0,2007.0,488900.0
Downtown,4016.0,,2.0,3,36.0,1,1,0,,819800.0
Uptown,3840.0,4.0,4.0,0,19.0,1,0,1,2014.0,774900.0
Midtown,553.0,3.0,1.0,3,7.0,2,0,0,2015.0,189700.0
Suburb,3075.0,1.0,1.0,1,6.0,1,0,1,,458800.0
Rural,4091.0,5.0,1.0,2,5.0,3,1,0,,469600.0
Midtown,1115.0,1.0,1.0,0,10.0,3,1,1,2001.0,287400.0
Midtown,1454.0,5.0,5.0,1,43.0,1,1,1,,426700.0
Uptown,2933.0,,2.0,3,17.0,3,0,0,2002.0,564100.0
Downtown,2129.0,1.0,1.0,1,50.0,2,0,0,2008.0,329500.0
Suburb,3281.0,2.0,1.0,3,41.0,3,0,0,2017.0,394900.0
Downtown,1149.0,1.0,1.0,0,28.0,1,0,0,2018.0,186900.0
Suburb,2847.0,3.0,2.0,1,24.0,2,1,0,2006.0,378900.0
Suburb,4990.0,4.0,1.0,2,20.0,3,0,0,2003.0,643700.0
Downtown,3778.0,6.0,4.0,0,45.0,2,0,1,2005.0,829200.0
Midtown,3140.0,6.0,4.0,1,2.0,1,1,1,2018.0,791300.0
Suburb,4301.0,6.0,5.0,1,17.0,3,1,0,,677100.0
Downtown,3061.0,2.0,2.0,3,23.0,3,1,0,,747900.0
Suburb,3749.0,5.0,4.0,0,46.0,2,0,0,2010.0,450500.0
Rural,870.0,6.0,2.0,0,37.0,3,1,0,2021.0,147800.0
Midtown,,3.0,1.0,0,9.0,3,0,0,,266400.0
Uptown,883.0,6.0,6.0,0,26.0,3,1,0,,446000.0
Suburb,4377.0,1.0,1.0,3,11.0,3,1,1,2022.0,573100.0
Rural,3052.0,2.0,1.0,2,6.0,1,1,0,,318200.0
Uptown,4834.0,1.0,1.0,0,16.0,3,0,0,,838500.0
Uptown,4790.0,1.0,1.0,3,0.0,2,1,0,,822200.0
Suburb,3225.0,1.0,1.0,2,,1,0,0,2001.0,316600.0
Downtown,4534.0,4.0,3.0,2,25.0,2,1,0,,1017200.0
Suburb,3793.0,4.0,1.0,3,14.0,2,1,0,,470100.0
Rural,4751.0,5.0,1.0,0,50.0,2,1,0,,431300.0
Uptown,4488.0,2.0,2.0,2,32.0,1,1,0,,771400.0
Suburb,1422.0,3.0,1.0,0,36.0,1,1,0,2011.0,203200.0
Downtown,3415.0,3.0,2.0,0,46.0,1,0,0,2012.0,650300.0
Suburb,3450.0,3.0,3.0,1,30.0,3,1,0,,521100.0
Midtown,3546.0,1.0,1.0,0,34.0,2,1,0,,487900.0
Downtown,1474.0,4.0,2.0,1,0.0,1,1,0,2016.0,482100.0
Rural,1730.0,2.0,2.0,2,7.0,2,1,1,,268100.0
Uptown,2935.0,1.0,1.0,3,11.0,1,1,0,2019.0,568100.0
Suburb,2314.0,4.0,4.0,1,18.0,1,0,1,,383300.0
Downtown,3434.0,,1.0,3,24.0,1,1,0,,759500.0
Midtown,1863.0,6.0,3.0,2,31.0,2,0,0,,394500.0
Downtown,4440.0,6.0,2.0,0,11.0,3,1,0,2014.0,985600.0
Midtown,703.0,2.0,1.0,2,12.0,1,1,0,,186500.0
Rural,660.0,2.0,1.0,3,27.0,1,0,0,,100400.0
Downtown,2049.0,5.0,2.0,0,50.0,1,1,0,,448300.0
Rural,1409.0,2.0,1.0,2,8.0,2,1,0,2007.0,164900.0
Rural,4981.0,5.0,2.0,1,11.0,2,0,0,2015.0,464800.0
Midtown,3989.0,4.0,2.0,1,35.0,1,1,0,2021.0,626700.0
Suburb,,1.0,1.0,0,20.0,1,0,0,,145800.0
Rural,2187.0,1.0,1.0,1,27.0,3,1,0,2013.0,231700.0
Suburb,4870.0,5.0,3.0,0,45.0,3,1,0,,638200.0
Midtown,1633.0,4.0,2.0,2,7.0,3,1,0,,429800.0
Downtown,3143.0,2.0,2.0,2,5.0,2,1,0,,774200.0
Midtown,1045.0,4.0,3.0,1,43.0,1,1,0,2013.0,269400.0
Downtown,4755.0,,1.0,1,29.0,2,0,0,2020.0,857600.0
Midtown,4840.0,6.0,4.0,0,15.0,1,1,0,,754800.0
Suburb,4331.0,5.0,1.0,1,24.0,1,1,1,,714900.0
Downtown,4635.0,5.0,2.0,2,4.0,3,0,0,,937900.0
Downtown,3287.0,2.0,2.0,2,29.0,2,1,0,2018.0,679600.0
